season,year,month,day,city,sport,event,url,medal,winner,country
Summer,1988,9,30,Seoul,Hockey,"Hockey, Women",/results/36158,Bronze,Netherlands,Netherlands
Summer,1988,9,30,Seoul,Judo,"Half-Heavyweight, Men",/results/16754,Gold,Aurélio Miguel,Brazil
Summer,1988,9,30,Seoul,Judo,"Half-Heavyweight, Men",/results/16754,Silver,Marc Meiling,West Germany
Summer,1988,9,30,Seoul,Judo,"Half-Heavyweight, Men",/results/16754,Bronze,Dennis Stewart,Great Britain
Summer,1988,9,30,Seoul,Judo,"Half-Heavyweight, Men",/results/16754,Bronze,Robert Van de Walle,Belgium
Summer,1988,9,30,Seoul,Rhythmic Gymnastics,"Individual, Women",/results/67511,Gold,Marina Lobach,Soviet Union
Summer,1988,9,30,Seoul,Rhythmic Gymnastics,"Individual, Women",/results/67511,Silver,Adriana Dunavska,Bulgaria
Summer,1988,9,30,Seoul,Rhythmic Gymnastics,"Individual, Women",/results/67511,Bronze,Aleksandra Timoshenko,Soviet Union
Summer,1988,9,30,Seoul,Table Tennis,"Doubles, Men",/results/46766,Gold,People's Republic of China 1,People's Republic of China
Summer,1988,9,30,Seoul,Table Tennis,"Doubles, Men",/results/46766,Silver,Yugoslavia,Yugoslavia
Summer,1988,9,30,Seoul,Table Tennis,"Doubles, Men",/results/46766,Bronze,Republic of Korea 2,Republic of Korea
Summer,1988,9,30,Seoul,Table Tennis,"Doubles, Women",/results/47065,Gold,Republic of Korea,Republic of Korea
Summer,1988,9,30,Seoul,Table Tennis,"Doubles, Women",/results/47065,Silver,People's Republic of China,People's Republic of China
Summer,1988,9,30,Seoul,Table Tennis,"Doubles, Women",/results/47065,Bronze,Yugoslavia,Yugoslavia
Summer,1988,9,30,Seoul,Tennis,"Doubles, Women",/results/45211,Gold,"Pam Shriver, Zina Garrison",United States
Summer,1988,9,30,Seoul,Tennis,"Doubles, Women",/results/45211,Silver,"Jana Novotná, Helena Suková",Czechoslovakia
Summer,1988,9,30,Seoul,Tennis,"Doubles, Women",/results/45211,Bronze,"Liz Smylie, Wendy Turnbull",Australia
Summer,1988,9,30,Seoul,Tennis,"Doubles, Women",/results/45211,Bronze,"Steffi Graf, Claudia Kohde-Kilsch",West Germany
Summer,1988,9,30,Seoul,Tennis,"Singles, Men",/results/45037,Gold,Miloslav Mečíř,Czechoslovakia
Summer,1988,9,30,Seoul,Tennis,"Singles, Men",/results/45037,Silver,Tim Mayotte,United States
Summer,1988,9,30,Seoul,Tennis,"Singles, Men",/results/45037,Bronze,Brad Gilbert,United States
Summer,1988,9,30,Seoul,Tennis,"Singles, Men",/results/45037,Bronze,Stefan Edberg,Sweden
Summer,1988,9,30,Seoul,Wrestling,"Flyweight, Freestyle, Men",/results/129626,Gold,Mitsuru Sato,Japan
Summer,1988,9,30,Seoul,Wrestling,"Flyweight, Freestyle, Men",/results/129626,Silver,Šaban Trstena,Yugoslavia
Summer,1988,9,30,Seoul,Wrestling,"Flyweight, Freestyle, Men",/results/129626,Bronze,Volodymyr Tohuzov,Soviet Union
Summer,1988,9,30,Seoul,Wrestling,"Heavyweight, Freestyle, Men",/results/130167,Gold,Vasile Pușcașu,Romania
Summer,1988,9,30,Seoul,Wrestling,"Heavyweight, Freestyle, Men",/results/130167,Silver,Leri Khabelovi,Soviet Union
Summer,1988,9,30,Seoul,Wrestling,"Heavyweight, Freestyle, Men",/results/130167,Bronze,Bill Scherr,United States
Summer,1988,9,30,Seoul,Wrestling,"Welterweight, Freestyle, Men",/results/129931,Gold,Kenny Monday,United States
Summer,1988,9,30,Seoul,Wrestling,"Welterweight, Freestyle, Men",/results/129931,Silver,Adlan Varayev,Soviet Union
Summer,1988,9,30,Seoul,Wrestling,"Welterweight, Freestyle, Men",/results/129931,Bronze,Rahmat Sofiadi,Bulgaria
Summer,1988,10,1,Seoul,Archery,"Team, Men",/results/40687,Gold,Republic of Korea,Republic of Korea
Summer,1988,10,1,Seoul,Archery,"Team, Men",/results/40687,Silver,United States,United States
Summer,1988,10,1,Seoul,Archery,"Team, Men",/results/40687,Bronze,Great Britain,Great Britain
Summer,1988,10,1,Seoul,Archery,"Team, Women",/results/40729,Gold,Republic of Korea,Republic of Korea
Summer,1988,10,1,Seoul,Archery,"Team, Women",/results/40729,Silver,Indonesia,Indonesia
Summer,1988,10,1,Seoul,Archery,"Team, Women",/results/40729,Bronze,United States,United States
Summer,1988,10,1,Seoul,Artistic Swimming,"Duet, Women",/results/43511,Gold,"Michelle Cameron, Carolyn Waldo",Canada
Summer,1988,10,1,Seoul,Artistic Swimming,"Duet, Women",/results/43511,Silver,"Sarah Josephson, Karen Josephson",United States
Summer,1988,10,1,Seoul,Artistic Swimming,"Duet, Women",/results/43511,Bronze,"Miyako Tanaka, Mikako Kotani",Japan
Summer,1988,10,1,Seoul,Athletics,"1,500 metres, Men",/results/63350,Gold,Peter Rono,Kenya
Summer,1988,10,1,Seoul,Athletics,"1,500 metres, Men",/results/63350,Silver,Peter Elliott,Great Britain
Summer,1988,10,1,Seoul,Athletics,"1,500 metres, Men",/results/63350,Bronze,Jens-Peter Herold,East Germany
Summer,1988,10,1,Seoul,Athletics,"4 × 100 metres Relay, Men",/results/63414,Gold,Soviet Union,Soviet Union
Summer,1988,10,1,Seoul,Athletics,"4 × 100 metres Relay, Men",/results/63414,Silver,Great Britain,Great Britain
Summer,1988,10,1,Seoul,Athletics,"4 × 100 metres Relay, Men",/results/63414,Bronze,France,France
Summer,1988,10,1,Seoul,Athletics,"4 × 100 metres Relay, Women",/results/63790,Gold,United States,United States
Summer,1988,10,1,Seoul,Athletics,"4 × 100 metres Relay, Women",/results/63790,Silver,East Germany,East Germany
Summer,1988,10,1,Seoul,Athletics,"4 × 100 metres Relay, Women",/results/63790,Bronze,Soviet Union,Soviet Union
Summer,1988,10,1,Seoul,Athletics,"4 × 400 metres Relay, Women",/results/63799,Gold,Soviet Union,Soviet Union
Summer,1988,10,1,Seoul,Athletics,"4 × 400 metres Relay, Women",/results/63799,Silver,United States,United States
Summer,1988,10,1,Seoul,Athletics,"4 × 400 metres Relay, Women",/results/63799,Bronze,East Germany,East Germany
Summer,1988,10,1,Seoul,Athletics,"5,000 metres, Men",/results/63360,Gold,John Ngugi,Kenya
Summer,1988,10,1,Seoul,Athletics,"5,000 metres, Men",/results/63360,Silver,Dieter Baumann,West Germany
Summer,1988,10,1,Seoul,Athletics,"5,000 metres, Men",/results/63360,Bronze,Hansjörg Kunze,East Germany
Summer,1988,10,1,Seoul,Athletics,"Discus Throw, Men",/results/63539,Gold,Jürgen Schult,East Germany
Summer,1988,10,1,Seoul,Athletics,"Discus Throw, Men",/results/63539,Silver,Romas Ubartas,Soviet Union
Summer,1988,10,1,Seoul,Athletics,"Discus Throw, Men",/results/63539,Bronze,Rolf Danneberg,West Germany
Summer,1988,10,1,Seoul,Athletics,"Shot Put, Women",/results/63850,Gold,Nataliya Lisovskaya,Soviet Union
Summer,1988,10,1,Seoul,Athletics,"Shot Put, Women",/results/63850,Silver,Kathrin Neimke,East Germany
Summer,1988,10,1,Seoul,Athletics,"Shot Put, Women",/results/63850,Bronze,Li Meisu,People's Republic of China
Summer,1988,10,1,Seoul,Boxing,"Bantamweight, Men",/results/25670,Gold,Kennedy McKinney,United States
Summer,1988,10,1,Seoul,Boxing,"Bantamweight, Men",/results/25670,Silver,Aleksandar Hristov,Bulgaria
Summer,1988,10,1,Seoul,Boxing,"Bantamweight, Men",/results/25670,Bronze,Jorge Julio,Colombia
Summer,1988,10,1,Seoul,Boxing,"Bantamweight, Men",/results/25670,Bronze,Phajol Moolsan,Thailand
Summer,1988,10,1,Seoul,Boxing,"Heavyweight, Men",/results/26044,Gold,Ray Mercer,United States
Summer,1988,10,1,Seoul,Boxing,"Heavyweight, Men",/results/26044,Silver,Baek Hyeon-Man,Republic of Korea
Summer,1988,10,1,Seoul,Boxing,"Heavyweight, Men",/results/26044,Bronze,Andrzej Gołota,Poland
Summer,1988,10,1,Seoul,Boxing,"Heavyweight, Men",/results/26044,Bronze,Arnold Vanderlijde,Netherlands
Summer,1988,10,1,Seoul,Boxing,"Light-Flyweight, Men",/results/25579,Gold,Ivaylo Hristov,Bulgaria
Summer,1988,10,1,Seoul,Boxing,"Light-Flyweight, Men",/results/25579,Silver,Michael Carbajal,United States
Summer,1988,10,1,Seoul,Boxing,"Light-Flyweight, Men",/results/25579,Bronze,Leopoldo Serantes,Philippines
Summer,1988,10,1,Seoul,Boxing,"Light-Flyweight, Men",/results/25579,Bronze,Róbert Isaszegi,Hungary
Summer,1988,10,1,Seoul,Boxing,"Lightweight, Men",/results/25779,Gold,Andreas Zülow,East Germany
Summer,1988,10,1,Seoul,Boxing,"Lightweight, Men",/results/25779,Silver,George Cramne,Sweden
Summer,1988,10,1,Seoul,Boxing,"Lightweight, Men",/results/25779,Bronze,Nergüin Enkhbat,Mongolia
Summer,1988,10,1,Seoul,Boxing,"Lightweight, Men",/results/25779,Bronze,Romallis Ellis,United States
Summer,1988,10,1,Seoul,Boxing,"Middleweight, Men",/results/25972,Gold,Henry Maske,East Germany
Summer,1988,10,1,Seoul,Boxing,"Middleweight, Men",/results/25972,Silver,Egerton Marcus,Canada
Summer,1988,10,1,Seoul,Boxing,"Middleweight, Men",/results/25972,Bronze,Chris Sande,Kenya
Summer,1988,10,1,Seoul,Boxing,"Middleweight, Men",/results/25972,Bronze,Syed Hussain Shah,Pakistan
Summer,1988,10,1,Seoul,Boxing,"Welterweight, Men",/results/25879,Gold,Robert Wangila,Kenya
Summer,1988,10,1,Seoul,Boxing,"Welterweight, Men",/results/25879,Silver,Laurent Boudouani,France
Summer,1988,10,1,Seoul,Boxing,"Welterweight, Men",/results/25879,Bronze,Jan Dydak,Poland
Summer,1988,10,1,Seoul,Boxing,"Welterweight, Men",/results/25879,Bronze,Kenny Gould,United States
Summer,1988,10,1,Seoul,Canoe Sprint,"Canadian Doubles, 1,000 metres, Men",/results/255886,Gold,396/394,Soviet Union
Summer,1988,10,1,Seoul,Canoe Sprint,"Canadian Doubles, 1,000 metres, Men",/results/255886,Silver,252/256,East Germany
Summer,1988,10,1,Seoul,Canoe Sprint,"Canadian Doubles, 1,000 metres, Men",/results/255886,Bronze,342/343,Poland
Summer,1988,10,1,Seoul,Canoe Sprint,"Canadian Singles, 1,000 metres, Men",/results/255861,Gold,Ivans Klementjevs,Soviet Union
Summer,1988,10,1,Seoul,Canoe Sprint,"Canadian Singles, 1,000 metres, Men",/results/255861,Silver,Jörg Schmidt,East Germany
Summer,1988,10,1,Seoul,Canoe Sprint,"Canadian Singles, 1,000 metres, Men",/results/255861,Bronze,Nikolay Buhalov,Bulgaria
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",/results/255822,Gold,400/401,United States
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",/results/255822,Gold,"Greg Barton, Norm Bellingham",United States
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",/results/255822,Silver,327/328,New Zealand
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",/results/255822,Silver,"Ian Ferguson, Paul MacDonald",New Zealand
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",/results/255822,Bronze,110/112,Australia
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",/results/255822,Bronze,"Peter Foster, Kelvin Graham",Australia
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Fours, 1,000 metres, Men",/results/255835,Gold,Hungary,Hungary
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Fours, 1,000 metres, Men",/results/255835,Silver,Soviet Union,Soviet Union
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Fours, 1,000 metres, Men",/results/255835,Bronze,East Germany,East Germany
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Fours, 500 metres, Women",/results/255919,Gold,East Germany,East Germany
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Fours, 500 metres, Women",/results/255919,Silver,Hungary,Hungary
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Fours, 500 metres, Women",/results/255919,Bronze,Bulgaria,Bulgaria
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Singles, 1,000 metres, Men",/results/255796,Gold,Greg Barton,United States
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Singles, 1,000 metres, Men",/results/255796,Silver,Grant Davies,Australia
Summer,1988,10,1,Seoul,Canoe Sprint,"Kayak Singles, 1,000 metres, Men",/results/255796,Bronze,André Wohllebe,East Germany
Summer,1988,10,1,Seoul,Football,"Football, Men",/results/34016,Gold,Soviet Union,Soviet Union
Summer,1988,10,1,Seoul,Football,"Football, Men",/results/34016,Silver,Brazil,Brazil
Summer,1988,10,1,Seoul,Football,"Football, Men",/results/34016,Bronze,West Germany,West Germany
Summer,1988,10,1,Seoul,Handball,"Handball, Men",/results/34742,Gold,Soviet Union,Soviet Union
Summer,1988,10,1,Seoul,Handball,"Handball, Men",/results/34742,Silver,Republic of Korea,Republic of Korea
Summer,1988,10,1,Seoul,Handball,"Handball, Men",/results/34742,Bronze,Yugoslavia,Yugoslavia
Summer,1988,10,1,Seoul,Hockey,"Hockey, Men",/results/36108,Gold,Great Britain,Great Britain
Summer,1988,10,1,Seoul,Hockey,"Hockey, Men",/results/36108,Silver,West Germany,West Germany
Summer,1988,10,1,Seoul,Hockey,"Hockey, Men",/results/36108,Bronze,Netherlands,Netherlands
Summer,1988,10,1,Seoul,Judo,"Heavyweight, Men",/results/16794,Gold,Hitoshi Saito,Japan
Summer,1988,10,1,Seoul,Judo,"Heavyweight, Men",/results/16794,Silver,Henry Stöhr,East Germany
Summer,1988,10,1,Seoul,Judo,"Heavyweight, Men",/results/16794,Bronze,Grigory Verichev,Soviet Union
Summer,1988,10,1,Seoul,Judo,"Heavyweight, Men",/results/16794,Bronze,Jo Yong-Cheol,Republic of Korea
Summer,1988,10,1,Seoul,Table Tennis,"Singles, Men",/results/46500,Gold,Yu Nam-Gyu,Republic of Korea
Summer,1988,10,1,Seoul,Table Tennis,"Singles, Men",/results/46500,Silver,Kim Gi-Taek,Republic of Korea
Summer,1988,10,1,Seoul,Table Tennis,"Singles, Men",/results/46500,Bronze,Erik Lindh,Sweden
Summer,1988,10,1,Seoul,Table Tennis,"Singles, Women",/results/46903,Gold,Chen Jing,People's Republic of China
Summer,1988,10,1,Seoul,Table Tennis,"Singles, Women",/results/46903,Silver,Li Huifen,People's Republic of China
Summer,1988,10,1,Seoul,Table Tennis,"Singles, Women",/results/46903,Bronze,Jiao Zhimin,People's Republic of China
Summer,1988,10,1,Seoul,Tennis,"Doubles, Men",/results/45106,Gold,"Ken Flach, Robert Seguso",United States
Summer,1988,10,1,Seoul,Tennis,"Doubles, Men",/results/45106,Silver,"Emilio Sánchez Vicario, Sergio Casal",Spain
Summer,1988,10,1,Seoul,Tennis,"Doubles, Men",/results/45106,Bronze,"Miloslav Mečíř, Milan Šrejber",Czechoslovakia
Summer,1988,10,1,Seoul,Tennis,"Doubles, Men",/results/45106,Bronze,"Stefan Edberg, Anders Järryd",Sweden
Summer,1988,10,1,Seoul,Tennis,"Singles, Women",/results/45142,Gold,Steffi Graf,West Germany
Summer,1988,10,1,Seoul,Tennis,"Singles, Women",/results/45142,Silver,Gabriela Sabatini,Argentina
Summer,1988,10,1,Seoul,Tennis,"Singles, Women",/results/45142,Bronze,Manuela Maleeva,Bulgaria
Summer,1988,10,1,Seoul,Tennis,"Singles, Women",/results/45142,Bronze,Zina Garrison,United States
Summer,1988,10,1,Seoul,Water Polo,"Water Polo, Men",/results/38727,Gold,Yugoslavia,Yugoslavia
Summer,1988,10,1,Seoul,Water Polo,"Water Polo, Men",/results/38727,Silver,United States,United States
Summer,1988,10,1,Seoul,Water Polo,"Water Polo, Men",/results/38727,Bronze,Soviet Union,Soviet Union
Summer,1988,10,1,Seoul,Wrestling,"Bantamweight, Freestyle, Men",/results/129703,Gold,Sergey Beloglazov,Soviet Union
Summer,1988,10,1,Seoul,Wrestling,"Bantamweight, Freestyle, Men",/results/129703,Silver,Asgari Mohammadian,Islamic Republic of Iran
Summer,1988,10,1,Seoul,Wrestling,"Bantamweight, Freestyle, Men",/results/129703,Bronze,No Gyeong-Seon,Republic of Korea
Summer,1988,10,1,Seoul,Wrestling,"Lightweight, Freestyle, Men",/results/129845,Gold,Arsen Fadzayev,Soviet Union
Summer,1988,10,1,Seoul,Wrestling,"Lightweight, Freestyle, Men",/results/129845,Silver,Park Jang-Sun,Republic of Korea
Summer,1988,10,1,Seoul,Wrestling,"Lightweight, Freestyle, Men",/results/129845,Bronze,Nate Carr,United States
Summer,1988,10,1,Seoul,Wrestling,"Middleweight, Freestyle, Men",/results/130015,Gold,Han Myeong-U,Republic of Korea
Summer,1988,10,1,Seoul,Wrestling,"Middleweight, Freestyle, Men",/results/130015,Silver,Necmi Gençalp,Türkiye
Summer,1988,10,1,Seoul,Wrestling,"Middleweight, Freestyle, Men",/results/130015,Bronze,Jozef Lohyňa,Czechoslovakia
Summer,1988,10,1,Seoul,Wrestling,"Super-Heavyweight, Freestyle, Men",/results/130229,Gold,Davit Gobejishvili,Soviet Union
Summer,1988,10,1,Seoul,Wrestling,"Super-Heavyweight, Freestyle, Men",/results/130229,Silver,Bruce Baumgartner,United States
Summer,1988,10,1,Seoul,Wrestling,"Super-Heavyweight, Freestyle, Men",/results/130229,Bronze,Andreas Schröder,East Germany
Summer,1988,10,2,Seoul,Athletics,"Marathon, Men",/results/63374,Gold,Gelindo Bordin,Italy
Summer,1988,10,2,Seoul,Athletics,"Marathon, Men",/results/63374,Silver,Douglas Wakiihuri,Kenya
Summer,1988,10,2,Seoul,Athletics,"Marathon, Men",/results/63374,Bronze,Ahmed Salah,Djibouti
Summer,1988,10,2,Seoul,Boxing,"Featherweight, Men",/results/25725,Gold,Giovanni Parisi,Italy
Summer,1988,10,2,Seoul,Boxing,"Featherweight, Men",/results/25725,Silver,Daniel Dumitrescu,Romania
Summer,1988,10,2,Seoul,Boxing,"Featherweight, Men",/results/25725,Bronze,Abdel Hak Achik,Morocco
Summer,1988,10,2,Seoul,Boxing,"Featherweight, Men",/results/25725,Bronze,Lee Jae-Hyeok,Republic of Korea
Summer,1988,10,2,Seoul,Boxing,"Flyweight, Men",/results/25620,Gold,Kim Gwang-Seon,Republic of Korea
Summer,1988,10,2,Seoul,Boxing,"Flyweight, Men",/results/25620,Silver,Andreas Tews,East Germany
Summer,1988,10,2,Seoul,Boxing,"Flyweight, Men",/results/25620,Bronze,Mario González,Mexico
Summer,1988,10,2,Seoul,Boxing,"Flyweight, Men",/results/25620,Bronze,Timofei Scriabin,Soviet Union
Summer,1988,10,2,Seoul,Boxing,"Light-Heavyweight, Men",/results/26012,Gold,Andrew Maynard,United States
Summer,1988,10,2,Seoul,Boxing,"Light-Heavyweight, Men",/results/26012,Silver,Nurmagomed Shanavazov,Soviet Union
Summer,1988,10,2,Seoul,Boxing,"Light-Heavyweight, Men",/results/26012,Bronze,Damir Škaro,Yugoslavia
Summer,1988,10,2,Seoul,Boxing,"Light-Heavyweight, Men",/results/26012,Bronze,Henryk Petrich,Poland
Summer,1988,10,2,Seoul,Boxing,"Light-Middleweight, Men",/results/25929,Gold,Park Si-Heon,Republic of Korea
Summer,1988,10,2,Seoul,Boxing,"Light-Middleweight, Men",/results/25929,Silver,"Roy Jones, Jr.",United States
Summer,1988,10,2,Seoul,Boxing,"Light-Middleweight, Men",/results/25929,Bronze,Ray Downey,Canada
Summer,1988,10,2,Seoul,Boxing,"Light-Middleweight, Men",/results/25929,Bronze,Richie Woodhall,Great Britain
Summer,1988,10,2,Seoul,Boxing,"Light-Welterweight, Men",/results/25824,Gold,Vyacheslav Yanovsky,Soviet Union
Summer,1988,10,2,Seoul,Boxing,"Light-Welterweight, Men",/results/25824,Silver,Grahame Cheney,Australia
Summer,1988,10,2,Seoul,Boxing,"Light-Welterweight, Men",/results/25824,Bronze,Lars Myrberg,Sweden
Summer,1988,10,2,Seoul,Boxing,"Light-Welterweight, Men",/results/25824,Bronze,Reiner Gies,West Germany
Summer,1988,10,2,Seoul,Boxing,"Super-Heavyweight, Men",/results/26067,Gold,Lennox Lewis,Canada
Summer,1988,10,2,Seoul,Boxing,"Super-Heavyweight, Men",/results/26067,Silver,Riddick Bowe,United States
Summer,1988,10,2,Seoul,Boxing,"Super-Heavyweight, Men",/results/26067,Bronze,Alex Miroshnichenko,Soviet Union
Summer,1988,10,2,Seoul,Boxing,"Super-Heavyweight, Men",/results/26067,Bronze,Janusz Zarenkiewicz,Poland
Summer,1988,10,2,Seoul,Equestrian Jumping,"Individual, Open",/results/185385,Gold,Pierre Durand,France
Summer,1988,10,2,Seoul,Equestrian Jumping,"Individual, Open",/results/185385,Silver,Greg Best,United States
Summer,1988,10,2,Seoul,Equestrian Jumping,"Individual, Open",/results/185385,Bronze,Karsten Huck,West Germany
Summer,1988,10,2,Seoul,Volleyball,"Volleyball, Men",/results/37404,Gold,United States,United States
Summer,1988,10,2,Seoul,Volleyball,"Volleyball, Men",/results/37404,Silver,Soviet Union,Soviet Union
Summer,1988,10,2,Seoul,Volleyball,"Volleyball, Men",/results/37404,Bronze,Argentina,Argentina
Winter,1992,2,9,Albertville,Alpine Skiing,"Downhill, Men",/results/1382,Gold,Patrick Ortlieb,Austria
Winter,1992,2,9,Albertville,Alpine Skiing,"Downhill, Men",/results/1382,Silver,Franck Piccard,France
Winter,1992,2,9,Albertville,Alpine Skiing,"Downhill, Men",/results/1382,Bronze,Günther Mader,Austria
Winter,1992,2,9,Albertville,Cross Country Skiing,"15 kilometres, Women",/results/2040,Gold,Lyubov Yegorova,Unified Team
Winter,1992,2,9,Albertville,Cross Country Skiing,"15 kilometres, Women",/results/2040,Silver,Marjut Lukkarinen,Finland
Winter,1992,2,9,Albertville,Cross Country Skiing,"15 kilometres, Women",/results/2040,Bronze,Yelena Välbe,Unified Team
Winter,1992,2,9,Albertville,Ski Jumping,"Normal Hill, Individual, Men",/results/2421,Gold,Ernst Vettori,Austria
Winter,1992,2,9,Albertville,Ski Jumping,"Normal Hill, Individual, Men",/results/2421,Silver,Martin Höllwarth,Austria
Winter,1992,2,9,Albertville,Ski Jumping,"Normal Hill, Individual, Men",/results/2421,Bronze,Toni Nieminen,Finland
Winter,1992,2,9,Albertville,Speed Skating,"3,000 metres, Women",/results/1082,Gold,Gunda Niemann,Germany
Winter,1992,2,9,Albertville,Speed Skating,"3,000 metres, Women",/results/1082,Silver,Heike Warnicke,Germany
Winter,1992,2,9,Albertville,Speed Skating,"3,000 metres, Women",/results/1082,Bronze,Emese Hunyady,Austria
Winter,1992,2,10,Albertville,Cross Country Skiing,"30 kilometres, Men",/results/2030,Gold,Vegard Ulvang,Norway
Winter,1992,2,10,Albertville,Cross Country Skiing,"30 kilometres, Men",/results/2030,Silver,Bjørn Dæhlie,Norway
Winter,1992,2,10,Albertville,Cross Country Skiing,"30 kilometres, Men",/results/2030,Bronze,Terje Langli,Norway
Winter,1992,2,10,Albertville,Luge,"Singles, Men",/results/144,Gold,Georg Hackl,Germany
Winter,1992,2,10,Albertville,Luge,"Singles, Men",/results/144,Silver,Markus Prock,Austria
Winter,1992,2,10,Albertville,Luge,"Singles, Men",/results/144,Bronze,Markus Schmidt,Austria
Winter,1992,2,10,Albertville,Speed Skating,"500 metres, Women",/results/1079,Gold,Bonnie Blair,United States
Winter,1992,2,10,Albertville,Speed Skating,"500 metres, Women",/results/1079,Silver,Ye Qiaobo,People's Republic of China
Winter,1992,2,10,Albertville,Speed Skating,"500 metres, Women",/results/1079,Bronze,Christa Luding,Germany
Winter,1992,2,11,Albertville,Alpine Skiing,"Combined, Men",/results/1390,Gold,Josef Polig,Italy
Winter,1992,2,11,Albertville,Alpine Skiing,"Combined, Men",/results/1390,Silver,Gianfranco Martin,Italy
Winter,1992,2,11,Albertville,Alpine Skiing,"Combined, Men",/results/1390,Bronze,Steve Locher,Switzerland
Winter,1992,2,11,Albertville,Biathlon,"7.5 kilometres Sprint, Women",/results/1556,Gold,Anfisa Reztsova,Unified Team
Winter,1992,2,11,Albertville,Biathlon,"7.5 kilometres Sprint, Women",/results/1556,Silver,Antje Misersky,Germany
Winter,1992,2,11,Albertville,Biathlon,"7.5 kilometres Sprint, Women",/results/1556,Bronze,Yelena Belova,Unified Team
Winter,1992,2,11,Albertville,Figure Skating,"Pairs, Mixed",/results/13998,Gold,"Nataliya Mishkutyonok, Artur Dmitriyev",Unified Team
Winter,1992,2,11,Albertville,Figure Skating,"Pairs, Mixed",/results/13998,Silver,"Yelena Bechke, Denis Petrov",Unified Team
Winter,1992,2,11,Albertville,Figure Skating,"Pairs, Mixed",/results/13998,Bronze,"Isabelle Brasseur, Lloyd Eisler",Canada
Winter,1992,2,12,Albertville,Biathlon,"10 kilometres Sprint, Men",/results/1550,Gold,Mark Kirchner,Germany
Winter,1992,2,12,Albertville,Biathlon,"10 kilometres Sprint, Men",/results/1550,Silver,Ricco Groß,Germany
Winter,1992,2,12,Albertville,Biathlon,"10 kilometres Sprint, Men",/results/1550,Bronze,Harri Eloranta,Finland
Winter,1992,2,12,Albertville,Luge,"Singles, Women",/results/154,Gold,Doris Neuner,Austria
Winter,1992,2,12,Albertville,Luge,"Singles, Women",/results/154,Silver,Angelika Neuner,Austria
Winter,1992,2,12,Albertville,Luge,"Singles, Women",/results/154,Bronze,Susi Erdmann,Germany
Winter,1992,2,12,Albertville,Nordic Combined,"Individual, Men",/results/2287,Gold,Fabrice Guy,France
Winter,1992,2,12,Albertville,Nordic Combined,"Individual, Men",/results/2287,Silver,Sylvain Guillaume,France
Winter,1992,2,12,Albertville,Nordic Combined,"Individual, Men",/results/2287,Bronze,Klaus Sulzenbacher,Austria
Winter,1992,2,12,Albertville,Speed Skating,"1,500 metres, Women",/results/1081,Gold,Jacqueline Börner,Germany
Winter,1992,2,12,Albertville,Speed Skating,"1,500 metres, Women",/results/1081,Silver,Gunda Niemann,Germany
Winter,1992,2,12,Albertville,Speed Skating,"1,500 metres, Women",/results/1081,Bronze,Seiko Hashimoto,Japan
Winter,1992,2,13,Albertville,Alpine Skiing,"Combined, Women",/results/1403,Gold,Petra Kronberger,Austria
Winter,1992,2,13,Albertville,Alpine Skiing,"Combined, Women",/results/1403,Silver,Anita Wachter,Austria
Winter,1992,2,13,Albertville,Alpine Skiing,"Combined, Women",/results/1403,Bronze,Florence Masnada,France
Winter,1992,2,13,Albertville,Cross Country Skiing,"10 kilometres, Men",/results/2026,Gold,Vegard Ulvang,Norway
Winter,1992,2,13,Albertville,Cross Country Skiing,"10 kilometres, Men",/results/2026,Silver,Marco Albarello,Italy
Winter,1992,2,13,Albertville,Cross Country Skiing,"10 kilometres, Men",/results/2026,Bronze,Christer Majbäck,Sweden
Winter,1992,2,13,Albertville,Cross Country Skiing,"10/15 kilometres Pursuit, Men",/results/2027,Gold,Bjørn Dæhlie,Norway
Winter,1992,2,13,Albertville,Cross Country Skiing,"10/15 kilometres Pursuit, Men",/results/2027,Silver,Vegard Ulvang,Norway
Winter,1992,2,13,Albertville,Cross Country Skiing,"10/15 kilometres Pursuit, Men",/results/2027,Bronze,Giorgio Vanzetta,Italy
Winter,1992,2,13,Albertville,Cross Country Skiing,"5 kilometres, Women",/results/2036,Gold,Marjut Lukkarinen,Finland
Winter,1992,2,13,Albertville,Cross Country Skiing,"5 kilometres, Women",/results/2036,Silver,Lyubov Yegorova,Unified Team
Winter,1992,2,13,Albertville,Cross Country Skiing,"5 kilometres, Women",/results/2036,Bronze,Yelena Välbe,Unified Team
