season,year,month,day,city,sport,event,url,medal,winner,country
Summer,1896,4,6,Athina,Athletics,"Discus Throw, Men",/results/56028,Gold,Bob Garrett,United States
Summer,1896,4,6,Athina,Athletics,"Discus Throw, Men",/results/56028,Silver,Panagiotis Paraskevopoulos,Greece
Summer,1896,4,6,Athina,Athletics,"Discus Throw, Men",/results/56028,Bronze,Sotirios Versis,Greece
Summer,1896,4,6,Athina,Athletics,"Triple Jump, Men",/results/56026,Gold,James B. Connolly,United States
Summer,1896,4,6,Athina,Athletics,"Triple Jump, Men",/results/56026,Silver,Alexandre Tuffèri,France
Summer,1896,4,6,Athina,Athletics,"Triple Jump, Men",/results/56026,Bronze,Ioannis Persakis,Greece
Summer,1896,4,7,Athina,Athletics,"1,500 metres, Men",/results/56016,Gold,Teddy Flack,Australia
Summer,1896,4,7,Athina,Athletics,"1,500 metres, Men",/results/56016,Silver,Arthur C. Blake,United States
Summer,1896,4,7,Athina,Athletics,"1,500 metres, Men",/results/56016,Bronze,Albin Lermusiaux,France
Summer,1896,4,7,Athina,Athletics,"400 metres, Men",/results/56006,Gold,Tom Burke,United States
Summer,1896,4,7,Athina,Athletics,"400 metres, Men",/results/56006,Silver,Herbert Jamison,United States
Summer,1896,4,7,Athina,Athletics,"400 metres, Men",/results/56006,Bronze,Charles Gmelin,Great Britain
Summer,1896,4,7,Athina,Athletics,"Long Jump, Men",/results/56025,Gold,Ellery Clark,United States
Summer,1896,4,7,Athina,Athletics,"Long Jump, Men",/results/56025,Silver,Bob Garrett,United States
Summer,1896,4,7,Athina,Athletics,"Long Jump, Men",/results/56025,Bronze,James B. Connolly,United States
Summer,1896,4,7,Athina,Athletics,"Shot Put, Men",/results/56027,Gold,Bob Garrett,United States
Summer,1896,4,7,Athina,Athletics,"Shot Put, Men",/results/56027,Silver,Miltiadis Gouskos,Greece
Summer,1896,4,7,Athina,Athletics,"Shot Put, Men",/results/56027,Bronze,Georgios Papasideris,Greece
Summer,1896,4,7,Athina,Fencing,"Foil, Individual, Men",/results/72000,Gold,Eugène Henry Gravelotte,France
Summer,1896,4,7,Athina,Fencing,"Foil, Individual, Men",/results/72000,Silver,Henri Callot,France
Summer,1896,4,7,Athina,Fencing,"Foil, Individual, Men",/results/72000,Bronze,Alexandros Vouros,Greece
Summer,1896,4,7,Athina,Fencing,"Foil, Individual, Men",/results/72000,Bronze,Periklis Pierrakos-Mavromichalis,Greece
Summer,1896,4,7,Athina,Fencing,"Foil, Masters, Individual, Men",/results/72029,Gold,Leon Pyrgos,Greece
Summer,1896,4,7,Athina,Fencing,"Foil, Masters, Individual, Men",/results/72029,Silver,Joanni Perronet,France
Summer,1896,4,7,Athina,Weightlifting,"Unlimited, One Hand, Men",/results/28510,Gold,Launceston Elliot,Great Britain
Summer,1896,4,7,Athina,Weightlifting,"Unlimited, One Hand, Men",/results/28510,Silver,Viggo Jensen,Denmark
Summer,1896,4,7,Athina,Weightlifting,"Unlimited, One Hand, Men",/results/28510,Bronze,Alexandros Nikolopoulos,Greece
Summer,1896,4,7,Athina,Weightlifting,"Unlimited, Two Hands, Men",/results/28511,Gold,Viggo Jensen,Denmark
Summer,1896,4,7,Athina,Weightlifting,"Unlimited, Two Hands, Men",/results/28511,Silver,Launceston Elliot,Great Britain
Summer,1896,4,7,Athina,Weightlifting,"Unlimited, Two Hands, Men",/results/28511,Bronze,Sotirios Versis,Greece
Summer,1896,4,8,Athina,Cycling Track,"100 kilometres, Men",/results/153003,Gold,Léon Flameng,France
Summer,1896,4,8,Athina,Cycling Track,"100 kilometres, Men",/results/153003,Silver,Georgios Koletis,Greece
Summer,1896,4,9,Athina,Artistic Gymnastics,"Horizontal Bar, Men",/results/70005,Gold,Hermann Weingärtner,Germany
Summer,1896,4,9,Athina,Artistic Gymnastics,"Horizontal Bar, Men",/results/70005,Silver,Alfred Flatow,Germany
Summer,1896,4,9,Athina,Artistic Gymnastics,"Horizontal Bar, Teams, Men",/results/70001,Gold,Germany,Germany
Summer,1896,4,9,Athina,Artistic Gymnastics,"Parallel Bars, Teams, Men",/results/70000,Gold,Germany,Germany
Summer,1896,4,9,Athina,Artistic Gymnastics,"Parallel Bars, Teams, Men",/results/70000,Silver,Greece,Greece
Summer,1896,4,9,Athina,Artistic Gymnastics,"Parallel Bars, Teams, Men",/results/70000,Bronze,Greece,Greece
Summer,1896,4,9,Athina,Artistic Gymnastics,"Pommelled Horse, Men",/results/70003,Gold,Louis Zutter,Switzerland
Summer,1896,4,9,Athina,Artistic Gymnastics,"Pommelled Horse, Men",/results/70003,Silver,Hermann Weingärtner,Germany
Summer,1896,4,9,Athina,Artistic Gymnastics,"Rings, Men",/results/70004,Gold,Ioannis Mitropoulos,Greece
Summer,1896,4,9,Athina,Artistic Gymnastics,"Rings, Men",/results/70004,Silver,Hermann Weingärtner,Germany
Summer,1896,4,9,Athina,Artistic Gymnastics,"Rings, Men",/results/70004,Bronze,Petros Persakis,Greece
Summer,1896,4,9,Athina,Artistic Gymnastics,"Vault, Men",/results/70002,Gold,Carl Schuhmann,Germany
Summer,1896,4,9,Athina,Artistic Gymnastics,"Vault, Men",/results/70002,Silver,Louis Zutter,Switzerland
Summer,1896,4,9,Athina,Artistic Gymnastics,"Vault, Men",/results/70002,Bronze,Hermann Weingärtner,Germany
Summer,1896,4,9,Athina,Athletics,"800 metres, Men",/results/56011,Gold,Teddy Flack,Australia
Summer,1896,4,9,Athina,Athletics,"800 metres, Men",/results/56011,Silver,Nándor Dáni,Hungary
Summer,1896,4,9,Athina,Athletics,"800 metres, Men",/results/56011,Bronze,Dimitrios Golemis,Greece
Summer,1896,4,9,Athina,Fencing,"Sabre, Individual, Men",/results/923213,Gold,Ioannis Georgiadis,Greece
Summer,1896,4,9,Athina,Fencing,"Sabre, Individual, Men",/results/923213,Silver,Tilemachos Karakalos,Greece
Summer,1896,4,9,Athina,Fencing,"Sabre, Individual, Men",/results/923213,Bronze,Holger Nielsen,Denmark
Summer,1896,4,9,Athina,Shooting,"Military Rifle, 200 metres, Men",/results/51503,Gold,Pantelis Karasevdas,Greece
Summer,1896,4,9,Athina,Shooting,"Military Rifle, 200 metres, Men",/results/51503,Silver,Pavlos Pavlidis,Greece
Summer,1896,4,9,Athina,Shooting,"Military Rifle, 200 metres, Men",/results/51503,Bronze,Nikolaos Trikoupis,Greece
Summer,1896,4,10,Athina,Artistic Gymnastics,"Parallel Bars, Men",/results/70006,Gold,Alfred Flatow,Germany
Summer,1896,4,10,Athina,Artistic Gymnastics,"Parallel Bars, Men",/results/70006,Silver,Louis Zutter,Switzerland
Summer,1896,4,10,Athina,Artistic Gymnastics,"Rope Climbing, Men",/results/70007,Gold,Nikolaos Andriakopoulos,Greece
Summer,1896,4,10,Athina,Artistic Gymnastics,"Rope Climbing, Men",/results/70007,Silver,Thomas Xenakis,Greece
Summer,1896,4,10,Athina,Artistic Gymnastics,"Rope Climbing, Men",/results/70007,Bronze,Fritz Hofmann,Germany
Summer,1896,4,10,Athina,Athletics,"100 metres, Men",/results/56000,Gold,Tom Burke,United States
Summer,1896,4,10,Athina,Athletics,"100 metres, Men",/results/56000,Silver,Fritz Hofmann,Germany
Summer,1896,4,10,Athina,Athletics,"100 metres, Men",/results/56000,Bronze,Alajos Szokoly,Hungary
Summer,1896,4,10,Athina,Athletics,"100 metres, Men",/results/56000,Bronze,Frank Lane,United States
Summer,1896,4,10,Athina,Athletics,"110 metres Hurdles, Men",/results/56018,Gold,Tom Curtis,United States
Summer,1896,4,10,Athina,Athletics,"110 metres Hurdles, Men",/results/56018,Silver,Grantley Goulding,Great Britain
Summer,1896,4,10,Athina,Athletics,"High Jump, Men",/results/56023,Gold,Ellery Clark,United States
Summer,1896,4,10,Athina,Athletics,"High Jump, Men",/results/56023,Silver,Bob Garrett,United States
Summer,1896,4,10,Athina,Athletics,"High Jump, Men",/results/56023,Silver,James B. Connolly,United States
Summer,1896,4,10,Athina,Athletics,"Marathon, Men",/results/56017,Gold,Spyros Louis,Greece
Summer,1896,4,10,Athina,Athletics,"Marathon, Men",/results/56017,Silver,Charilaos Vasilakos,Greece
Summer,1896,4,10,Athina,Athletics,"Marathon, Men",/results/56017,Bronze,Gyula Kellner,Hungary
Summer,1896,4,10,Athina,Athletics,"Pole Vault, Men",/results/56024,Gold,Bill Hoyt,United States
Summer,1896,4,10,Athina,Athletics,"Pole Vault, Men",/results/56024,Silver,Albert Tyler,United States
Summer,1896,4,10,Athina,Athletics,"Pole Vault, Men",/results/56024,Bronze,Evangelos Damaskos,Greece
Summer,1896,4,10,Athina,Athletics,"Pole Vault, Men",/results/56024,Bronze,Ioannis Theodoropoulos,Greece
Summer,1896,4,10,Athina,Shooting,"Military Pistol, 25 metres, Men",/results/51500,Gold,John Paine,United States
Summer,1896,4,10,Athina,Shooting,"Military Pistol, 25 metres, Men",/results/51500,Silver,Sumner Paine,United States
Summer,1896,4,10,Athina,Shooting,"Military Pistol, 25 metres, Men",/results/51500,Bronze,Nikos Morakis,Greece
Summer,1896,4,11,Athina,Cycling Track,"10,000 metres, Men",/results/153002,Gold,Paul Masson,France
Summer,1896,4,11,Athina,Cycling Track,"10,000 metres, Men",/results/153002,Silver,Léon Flameng,France
Summer,1896,4,11,Athina,Cycling Track,"10,000 metres, Men",/results/153002,Bronze,Adolf Schmal,Austria
Summer,1896,4,11,Athina,Cycling Track,"333⅓ metres Time Trial, Men",/results/153000,Gold,Paul Masson,France
Summer,1896,4,11,Athina,Cycling Track,"333⅓ metres Time Trial, Men",/results/153000,Silver,Stamatios Nikolopoulos,Greece
Summer,1896,4,11,Athina,Cycling Track,"333⅓ metres Time Trial, Men",/results/153000,Bronze,Adolf Schmal,Austria
Summer,1896,4,11,Athina,Cycling Track,"Sprint, Men",/results/153001,Gold,Paul Masson,France
Summer,1896,4,11,Athina,Cycling Track,"Sprint, Men",/results/153001,Silver,Stamatios Nikolopoulos,Greece
Summer,1896,4,11,Athina,Cycling Track,"Sprint, Men",/results/153001,Bronze,Léon Flameng,France
Summer,1896,4,11,Athina,Shooting,"Free Pistol, 30 metres, Men",/results/51502,Gold,Sumner Paine,United States
Summer,1896,4,11,Athina,Shooting,"Free Pistol, 30 metres, Men",/results/51502,Silver,Holger Nielsen,Denmark
Summer,1896,4,11,Athina,Shooting,"Free Pistol, 30 metres, Men",/results/51502,Bronze,Ioannis Fragkoudis,Greece
Summer,1896,4,11,Athina,Shooting,"Muzzle-Loading Pistol, 25 metres, Men",/results/51501,Gold,Ioannis Fragkoudis,Greece
Summer,1896,4,11,Athina,Shooting,"Muzzle-Loading Pistol, 25 metres, Men",/results/51501,Silver,Georgios Orfanidis,Greece
Summer,1896,4,11,Athina,Shooting,"Muzzle-Loading Pistol, 25 metres, Men",/results/51501,Bronze,Holger Nielsen,Denmark
Summer,1896,4,11,Athina,Swimming,"1,200 metres Freestyle, Men",/results/4402,Gold,Alfréd Hajós,Hungary
Summer,1896,4,11,Athina,Swimming,"1,200 metres Freestyle, Men",/results/4402,Silver,Ioannis Andreou,Greece
Summer,1896,4,11,Athina,Swimming,"100 metres Freestyle for Sailors, Men",/results/4403,Gold,Ioannis Malokinis,Greece
Summer,1896,4,11,Athina,Swimming,"100 metres Freestyle for Sailors, Men",/results/4403,Silver,Spyros Chazapis,Greece
Summer,1896,4,11,Athina,Swimming,"100 metres Freestyle for Sailors, Men",/results/4403,Bronze,Dimitrios Drivas,Greece
Summer,1896,4,11,Athina,Swimming,"100 metres Freestyle, Men",/results/4400,Gold,Alfréd Hajós,Hungary
Summer,1896,4,11,Athina,Swimming,"100 metres Freestyle, Men",/results/4400,Silver,Otto Herschmann,Austria
Summer,1896,4,11,Athina,Swimming,"500 metres Freestyle, Men",/results/4401,Gold,Paul Neumann,Austria
Summer,1896,4,11,Athina,Swimming,"500 metres Freestyle, Men",/results/4401,Silver,Antonios Pepanos,Greece
Summer,1896,4,11,Athina,Swimming,"500 metres Freestyle, Men",/results/4401,Bronze,Efstathios Chorafas,Greece
Summer,1896,4,11,Athina,Tennis,"Doubles, Men",/results/44019,Gold,"John Pius Boland, Fritz Traun",Mixed team
Summer,1896,4,11,Athina,Tennis,"Doubles, Men",/results/44019,Silver,"Demetrius Casdagli, Dimitrios Petrokokkinos",Greece
Summer,1896,4,11,Athina,Tennis,"Doubles, Men",/results/44019,Bronze,"Teddy Flack, George Stuart Robertson",Mixed team
Summer,1896,4,11,Athina,Tennis,"Singles, Men",/results/44000,Gold,John Pius Boland,Great Britain
Summer,1896,4,11,Athina,Tennis,"Singles, Men",/results/44000,Silver,Demetrius Casdagli,Greece
Summer,1896,4,11,Athina,Tennis,"Singles, Men",/results/44000,Bronze,Konstantinos Paspatis,Greece
Summer,1896,4,11,Athina,Tennis,"Singles, Men",/results/44000,Bronze,Momcsilló Tapavicza,Hungary
Summer,1896,4,11,Athina,Wrestling,"Unlimited Class, Greco-Roman, Men",/results/120000,Gold,Carl Schuhmann,Germany
Summer,1896,4,11,Athina,Wrestling,"Unlimited Class, Greco-Roman, Men",/results/120000,Silver,Georgios Tsitas,Greece
Summer,1896,4,11,Athina,Wrestling,"Unlimited Class, Greco-Roman, Men",/results/120000,Bronze,Stefanos Christopoulos,Greece
Summer,1896,4,12,Athina,Cycling Road,"Road Race, Individual, Men",/results/153005,Gold,Aristidis Konstantinidis,Greece
Summer,1896,4,12,Athina,Cycling Road,"Road Race, Individual, Men",/results/153005,Silver,Anton Gödrich,Germany
Summer,1896,4,12,Athina,Cycling Road,"Road Race, Individual, Men",/results/153005,Bronze,Edward Battel,Great Britain
Summer,1896,4,12,Athina,Shooting,"Free Rifle, Any Position, 300 metres, Men",/results/51504,Gold,Georgios Orfanidis,Greece
Summer,1896,4,12,Athina,Shooting,"Free Rifle, Any Position, 300 metres, Men",/results/51504,Silver,Ioannis Fragkoudis,Greece
Summer,1896,4,12,Athina,Shooting,"Free Rifle, Any Position, 300 metres, Men",/results/51504,Bronze,Viggo Jensen,Denmark
Summer,1896,4,13,Athina,Cycling Track,"12-Hours Race, Men",/results/153004,Gold,Adolf Schmal,Austria
Summer,1896,4,13,Athina,Cycling Track,"12-Hours Race, Men",/results/153004,Silver,Frederick Keeping,Great Britain
Summer,1900,5,20,Paris,Sailing,"Open, Open",/results/9216,Gold,Scotia,Great Britain
Summer,1900,5,20,Paris,Sailing,"Open, Open",/results/9216,Silver,Aschenbrödel,Germany
Summer,1900,5,20,Paris,Sailing,"Open, Open",/results/9216,Bronze,Turquoise,France
Summer,1900,5,21,Paris,Fencing,"Foil, Individual, Men",/results/72031,Gold,Émile Coste,France
Summer,1900,5,21,Paris,Fencing,"Foil, Individual, Men",/results/72031,Silver,Henri Masson,France
Summer,1900,5,21,Paris,Fencing,"Foil, Individual, Men",/results/72031,Bronze,Marcel Boulenger,France
Summer,1900,5,22,Paris,Sailing,"0-½ Ton, Open",/results/9200,Gold,Baby,France
Summer,1900,5,22,Paris,Sailing,"0-½ Ton, Open",/results/9200,Silver,Quand-Même,France
Summer,1900,5,22,Paris,Sailing,"0-½ Ton, Open",/results/9200,Bronze,Sarcelle,France
Summer,1900,5,22,Paris,Sailing,"1-2 Ton, Open",/results/9204,Gold,Lérina,Switzerland
Summer,1900,5,22,Paris,Sailing,"1-2 Ton, Open",/results/9204,Silver,Marthe,France
Summer,1900,5,22,Paris,Sailing,"1-2 Ton, Open",/results/9204,Bronze,Nina Claire,France
Summer,1900,5,22,Paris,Sailing,"2-3 Ton, Open",/results/9206,Gold,Ollé,France
Summer,1900,5,22,Paris,Sailing,"2-3 Ton, Open",/results/9206,Silver,Favourite,France
Summer,1900,5,22,Paris,Sailing,"2-3 Ton, Open",/results/9206,Bronze,Gwendoline,France
Summer,1900,5,24,Paris,Sailing,"0-½ Ton, Open",/results/9201,Gold,Fantlet,France
Summer,1900,5,24,Paris,Sailing,"0-½ Ton, Open",/results/9201,Silver,Quand-Même,France
Summer,1900,5,24,Paris,Sailing,"0-½ Ton, Open",/results/9201,Bronze,Baby,France
Summer,1900,5,24,Paris,Sailing,"3-10 Ton, Open",/results/9208,Gold,Fémur,France
Summer,1900,5,24,Paris,Sailing,"3-10 Ton, Open",/results/9208,Silver,Mascotte,Netherlands
Summer,1900,5,24,Paris,Sailing,"3-10 Ton, Open",/results/9208,Bronze,Gitana,France
Summer,1900,5,24,Paris,Sailing,"½-1 Ton, Open",/results/9202,Gold,Scotia,Great Britain
Summer,1900,5,24,Paris,Sailing,"½-1 Ton, Open",/results/9202,Silver,Crabe II,France
Summer,1900,5,24,Paris,Sailing,"½-1 Ton, Open",/results/9202,Bronze,Scamasaxe,France
Summer,1900,5,27,Paris,Sailing,"1-2 Ton, Open",/results/9205,Gold,Aschenbrödel,Germany
Summer,1900,5,27,Paris,Sailing,"1-2 Ton, Open",/results/9205,Silver,Lérina,Switzerland
Summer,1900,5,27,Paris,Sailing,"1-2 Ton, Open",/results/9205,Bronze,Marthe,France
Summer,1900,5,27,Paris,Sailing,"2-3 Ton, Open",/results/9207,Gold,Ollé,France
Summer,1900,5,27,Paris,Sailing,"2-3 Ton, Open",/results/9207,Silver,Favorite,France
Summer,1900,5,27,Paris,Sailing,"2-3 Ton, Open",/results/9207,Bronze,Mignon,France
Summer,1900,5,27,Paris,Sailing,"3-10 Ton, Open",/results/9209,Gold,Bona Fide,Great Britain
Summer,1900,5,27,Paris,Sailing,"3-10 Ton, Open",/results/9209,Silver,Gitana,France
Summer,1900,5,27,Paris,Sailing,"3-10 Ton, Open",/results/9209,Bronze,Frimousse,United States
Summer,1900,5,27,Paris,Sailing,"½-1 Ton, Open",/results/9203,Gold,Carabinier,France
Summer,1900,5,27,Paris,Sailing,"½-1 Ton, Open",/results/9203,Silver,Scamasaxe,France
Summer,1900,5,27,Paris,Sailing,"½-1 Ton, Open",/results/9203,Bronze,Crabe II,France
Summer,1900,5,29,Paris,Equestrian Jumping,"Individual, Open",/results/185000,Gold,Aimé Haegeman,Belgium
Summer,1900,5,29,Paris,Equestrian Jumping,"Individual, Open",/results/185000,Silver,Georges Van De Poele,Belgium
Summer,1900,5,29,Paris,Equestrian Jumping,"Individual, Open",/results/185000,Bronze,Louis de Champsavin,France
Summer,1900,5,29,Paris,Fencing,"Foil, Masters, Individual, Men",/results/72177,Gold,Lucien Mérignac,France
Summer,1900,5,29,Paris,Fencing,"Foil, Masters, Individual, Men",/results/72177,Silver,Alphonse Kirchhoffer,France
Summer,1900,5,29,Paris,Fencing,"Foil, Masters, Individual, Men",/results/72177,Bronze,Jean-Baptiste Mimiague,France
Summer,1900,5,31,Paris,Equestrian Dressage,"Hacks and Hunter Combined, Open",/results/185003,Gold,Napoléon Murat,France
Summer,1900,5,31,Paris,Equestrian Dressage,"Hacks and Hunter Combined, Open",/results/185003,Silver,Victor Archenoul,France
Summer,1900,5,31,Paris,Equestrian Dressage,"Hacks and Hunter Combined, Open",/results/185003,Bronze,"Joseph, Marquis de Montesquiou-Fézensac",France
Summer,1900,5,31,Paris,Equestrian Jumping,"Long Jump, Open",/results/185002,Gold,Constant Van Langhendonck,Belgium
Summer,1900,5,31,Paris,Equestrian Jumping,"Long Jump, Open",/results/185002,Silver,"Giangiorgio, Conte Trissino",Italy
Summer,1900,5,31,Paris,Equestrian Jumping,"Long Jump, Open",/results/185002,Bronze,Jacques de Prunelé,France
Summer,1900,6,2,Paris,Equestrian Driving,"Four-In-Hand Competition, Open",/results/185004,Gold,Georges Nagelmackers,Belgium
Summer,1900,6,2,Paris,Equestrian Driving,"Four-In-Hand Competition, Open",/results/185004,Silver,Léon Thome,France
Summer,1900,6,2,Paris,Equestrian Driving,"Four-In-Hand Competition, Open",/results/185004,Bronze,"Jean, Baron de Neuflize",France
Summer,1900,6,2,Paris,Equestrian Jumping,"High Jump, Open",/results/185001,Gold,Alfred Gardère,France
Summer,1900,6,2,Paris,Equestrian Jumping,"High Jump, Open",/results/185001,Gold,"Giangiorgio, Conte Trissino",Italy
Summer,1900,6,2,Paris,Equestrian Jumping,"High Jump, Open",/results/185001,Bronze,Georges Van De Poele,Belgium
Summer,1900,6,2,Paris,Polo,"Polo, Men",/results/30900,Gold,Foxhunters Hurlingham,Great Britain
Summer,1900,6,2,Paris,Polo,"Polo, Men",/results/30900,Silver,"BLO Polo Club, Rugby",Great Britain
Summer,1900,6,2,Paris,Polo,"Polo, Men",/results/30900,Bronze,A North American Team,Mixed team
Summer,1900,6,2,Paris,Polo,"Polo, Men",/results/30900,Bronze,Polo Club de Paris,France
Summer,1900,6,14,Paris,Basque pelota,"Two-Man Teams with Cesta, Men",/results/28505,Gold,"Francisco Villota, José de Amézola",Spain
Summer,1900,6,14,Paris,Fencing,"Épée, Individual, Men",/results/72112,Gold,Ramón Fonst,Cuba
Summer,1900,6,14,Paris,Fencing,"Épée, Individual, Men",/results/72112,Silver,Louis Perrée,France
Summer,1900,6,14,Paris,Fencing,"Épée, Individual, Men",/results/72112,Bronze,Léon Sée,France
Summer,1900,6,14,Paris,Fencing,"Épée, Masters, Individual, Men",/results/72214,Gold,Albert Ayat,France
Summer,1900,6,14,Paris,Fencing,"Épée, Masters, Individual, Men",/results/72214,Silver,Gilbert Bougnol,France
Summer,1900,6,14,Paris,Fencing,"Épée, Masters, Individual, Men",/results/72214,Bronze,Henri Laurent,France
Summer,1900,6,15,Paris,Fencing,"Épée, Masters and Amateurs, Individual, Men",/results/923215,Gold,Albert Ayat,France
Summer,1900,6,15,Paris,Fencing,"Épée, Masters and Amateurs, Individual, Men",/results/923215,Silver,Ramón Fonst,Cuba
Summer,1900,6,15,Paris,Fencing,"Épée, Masters and Amateurs, Individual, Men",/results/923215,Bronze,Léon Sée,France
Summer,1900,6,25,Paris,Fencing,"Sabre, Individual, Men",/results/72143,Gold,"Gabriel, Comte de la Falaise",France
Summer,1900,6,25,Paris,Fencing,"Sabre, Individual, Men",/results/72143,Silver,Léon Thiébaut,France
Summer,1900,6,25,Paris,Fencing,"Sabre, Individual, Men",/results/72143,Bronze,Fritz Flesch,Austria
Summer,1900,6,27,Paris,Fencing,"Sabre, Masters, Individual, Men",/results/72230,Gold,Antonio Conte,Italy
Summer,1900,6,27,Paris,Fencing,"Sabre, Masters, Individual, Men",/results/72230,Silver,Italo Santelli,Italy
Summer,1900,6,27,Paris,Fencing,"Sabre, Masters, Individual, Men",/results/72230,Bronze,Milan Neralić,Austria
Summer,1900,6,28,Paris,Croquet,"Singles, One Ball, Open",/results/39500,Gold,Gaston Aumoitte,France
Summer,1900,6,28,Paris,Croquet,"Singles, One Ball, Open",/results/39500,Silver,Georges Johin,France
Summer,1900,6,28,Paris,Croquet,"Singles, One Ball, Open",/results/39500,Bronze,Chrétien Waydelich,France
Summer,1900,7,11,Paris,Croquet,"Singles, Two Balls, Open",/results/39504,Gold,Chrétien Waydelich,France
Summer,1900,7,11,Paris,Croquet,"Singles, Two Balls, Open",/results/39504,Silver,Maurice Vignerot,France
Summer,1900,7,11,Paris,Croquet,"Singles, Two Balls, Open",/results/39504,Bronze,Jacques Sautereau,France
Summer,1900,7,11,Paris,Tennis,"Doubles, Men",/results/44047,Gold,"Laurie Doherty, Reggie Doherty",Great Britain
Summer,1900,7,11,Paris,Tennis,"Doubles, Men",/results/44047,Silver,"Spalding de Garmendia, Max Decugis",Mixed team
Summer,1900,7,11,Paris,Tennis,"Doubles, Men",/results/44047,Bronze,"André Prévost, Guy de la Chapelle",France
Summer,1900,7,11,Paris,Tennis,"Doubles, Men",/results/44047,Bronze,"Anthony Norris, Harold Mahony",Great Britain
Summer,1900,7,11,Paris,Tennis,"Doubles, Mixed",/results/44067,Gold,"Charlotte Cooper, Reggie Doherty",Great Britain
Summer,1900,7,11,Paris,Tennis,"Doubles, Mixed",/results/44067,Silver,"Yvonne Prévost, Harold Mahony",Mixed team
Summer,1900,7,11,Paris,Tennis,"Doubles, Mixed",/results/44067,Bronze,"Hedwig Rosenbaum, Archibald Warden",Mixed team
Summer,1900,7,11,Paris,Tennis,"Doubles, Mixed",/results/44067,Bronze,"Marion Jones, Laurie Doherty",Mixed team
Summer,1900,7,11,Paris,Tennis,"Singles, Men",/results/44028,Gold,Laurie Doherty,Great Britain
Summer,1900,7,11,Paris,Tennis,"Singles, Men",/results/44028,Silver,Harold Mahony,Great Britain
Summer,1900,7,11,Paris,Tennis,"Singles, Men",/results/44028,Bronze,Anthony Norris,Great Britain
Summer,1900,7,11,Paris,Tennis,"Singles, Men",/results/44028,Bronze,Reggie Doherty,Great Britain
Summer,1900,7,11,Paris,Tennis,"Singles, Women",/results/44057,Gold,Charlotte Cooper,Great Britain
Summer,1900,7,11,Paris,Tennis,"Singles, Women",/results/44057,Silver,Yvonne Prévost,France
Summer,1900,7,11,Paris,Tennis,"Singles, Women",/results/44057,Bronze,Hedwig Rosenbaum,Bohemia
Summer,1900,7,11,Paris,Tennis,"Singles, Women",/results/44057,Bronze,Marion Jones,United States
Summer,1900,7,14,Paris,Athletics,"100 metres, Men",/results/56034,Gold,Frank Jarvis,United States
Summer,1900,7,14,Paris,Athletics,"100 metres, Men",/results/56034,Silver,Walter Tewksbury,United States
Summer,1900,7,14,Paris,Athletics,"100 metres, Men",/results/56034,Bronze,Stan Rowley,Australia
Summer,1900,7,14,Paris,Athletics,"110 metres Hurdles, Men",/results/56067,Gold,Al Kraenzlein,United States
Summer,1900,7,14,Paris,Athletics,"110 metres Hurdles, Men",/results/56067,Silver,John McLean,United States
Summer,1900,7,14,Paris,Athletics,"110 metres Hurdles, Men",/results/56067,Bronze,Fred Moloney,United States
Summer,1900,7,15,Paris,Archery,"Sur la Perche à la Pyramide, Men",/results/40506,Gold,Émile Grumiaux,France
Summer,1900,7,15,Paris,Archery,"Sur la Perche à la Pyramide, Men",/results/40506,Silver,Auguste Serrurier,France
Summer,1900,7,15,Paris,Archery,"Sur la Perche à la Pyramide, Men",/results/40506,Bronze,Louis Glineur,Belgium
Summer,1900,7,15,Paris,Athletics,"1,500 metres, Men",/results/56065,Gold,Charles Bennett,Great Britain
Summer,1900,7,15,Paris,Athletics,"1,500 metres, Men",/results/56065,Silver,Henry Deloge,France
Summer,1900,7,15,Paris,Athletics,"1,500 metres, Men",/results/56065,Bronze,John Bray,United States
Summer,1900,7,15,Paris,Athletics,"2,500 metres Steeplechase, Men",/results/56086,Gold,George Orton,United States
Summer,1900,7,15,Paris,Athletics,"2,500 metres Steeplechase, Men",/results/56086,Silver,Sidney Robinson,Great Britain
Summer,1900,7,15,Paris,Athletics,"2,500 metres Steeplechase, Men",/results/56086,Bronze,Jean Chastanié,France
Summer,1900,7,15,Paris,Athletics,"400 metres Hurdles, Men",/results/56081,Gold,Walter Tewksbury,United States
Summer,1900,7,15,Paris,Athletics,"400 metres Hurdles, Men",/results/56081,Silver,Henri Tauzin,France
Summer,1900,7,15,Paris,Athletics,"400 metres Hurdles, Men",/results/56081,Bronze,George Orton,United States
Summer,1900,7,15,Paris,Athletics,"400 metres, Men",/results/56053,Gold,Maxey Long,United States
Summer,1900,7,15,Paris,Athletics,"400 metres, Men",/results/56053,Silver,Bill Holland,United States
Summer,1900,7,15,Paris,Athletics,"400 metres, Men",/results/56053,Bronze,Ernst Schultz,Denmark
Summer,1900,7,15,Paris,Athletics,"60 metres, Men",/results/56029,Gold,Al Kraenzlein,United States
Summer,1900,7,15,Paris,Athletics,"60 metres, Men",/results/56029,Silver,Walter Tewksbury,United States
Summer,1900,7,15,Paris,Athletics,"60 metres, Men",/results/56029,Bronze,Stan Rowley,Australia
Summer,1900,7,15,Paris,Athletics,"Discus Throw, Men",/results/56105,Gold,Rudolf Bauer,Hungary
Summer,1900,7,15,Paris,Athletics,"Discus Throw, Men",/results/56105,Silver,František Janda-Suk,Bohemia
